index,record_id,gold,pred,error_type,claim_preview,evidence_preview
404,tals_vitaminc_validation_sample1000_validation_13541,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,The courts can not enforce clauses in the prenuptial agreement that require one person to wash the dishes or require the children to be raised in a specific religion .,Court will not enforce requirements that one person will do the dishes or that the children will be raised in a certain religion .
405,tals_vitaminc_validation_sample1000_validation_36383,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Sergio Olivia 's height was below 5 feet 10 inches .,"At 5 feet 9 inches and at a contest weight between 245lbs , Oliva displayed a level of muscle mass and definition - including a `` V '' shape to his large , well-formed upper-body that tapered down to a narrow waist - unlike anything seen in prior competitions"
406,tals_vitaminc_validation_sample1000_validation_1923,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"The House ( film ) has less than 12 reviews , it was rated 20 % .","On review aggregator Rotten Tomatoes , the film has an approval rating of 20 % , based on 10 reviews , with an average rating of 4.3/10 ."
408,tals_vitaminc_validation_sample1000_validation_37960,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,Italy has registered more than 125 coronavirus cases .,"To date , there are almost 135 coronavirus cases in Italy ."
409,tals_vitaminc_validation_sample1000_validation_29716,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"By mid-March , the number of COVID-19 deaths in Italy was more than the number recorded by China during the 2019-20 pandemic .","over 241,000 cases have been reported worldwide ; more than 9,900 people have died ; and over 88,000 have recovered."
410,tals_vitaminc_validation_sample1000_validation_24153,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"Before July 24 , 2019 , See You Again reported 24.6 million likes .","It has received over 24.6 million likes and over 795,000 dislikes as of July 19 , 2019 ."
414,tals_vitaminc_validation_sample1000_validation_8675,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,"In the film A History of Violence , Jack had a quarrel with Tom after he badly beat up a bully at school .","After an argument with Tom over the use of violence after he brutally assaults a bully at school , Jack runs off and is caught by Fogarty ."
415,tals_vitaminc_validation_sample1000_validation_10803,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Hasbro is a subsidiary of AT & T 's WarnerMedia that has a minor ownership of Discovery Family .,"Discovery Family is an American digital cable and satellite television channel owned by Discovery Inc. , with a minority ownership held by AT & T 's WarnerMedia though Hasbro ."
416,tals_vitaminc_validation_sample1000_validation_53328,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Mel B has a modeling career .,Mel B worked as a model since she was 15 years old .
417,tals_vitaminc_validation_sample1000_validation_56820,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Saturn is bigger than Jupiter .,"Saturn is the sixth planet from the Sun and the largest in the Solar System , followed by Jupiter ."
419,tals_vitaminc_validation_sample1000_validation_12730,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Michael Essien scored his first goal with the club in the fifth minute .,Essien made his club debut in the team 's 2003 Trophée des champions match against Auxerre on 27 July 2003 .
421,tals_vitaminc_validation_sample1000_validation_46383,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Daggering is a type of dance .,Daggering is a team sport that involves physical exertion and speed .
423,tals_vitaminc_validation_sample1000_validation_61416,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Yara Shahidi is an American actress .,"Yara Sayeh Shahidi شهیدی -LSB- jɑːɾɑː sɑːje ʃæhiːdiː -RSB- -RRB- -LRB- born February 10 , 2000 -RRB- is an American actress and model ."
424,tals_vitaminc_validation_sample1000_validation_14231,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Eminem released the freestyle Campaign Speech in 2016 .,"Em 's longtime manager , Paul Rosenberg , said this of Astray : `` Keep an eye out for him ! `` On October 19 , Eminem released an eight-minute freestyle called `` Campaign Speech '' and announced that he was working on a new studio album ."
425,tals_vitaminc_validation_sample1000_validation_46658,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,David Packouz was born in February of 1982 .,"David Mordechai Packouz -LRB- -LSB- pækhaʊs -RSB- born February 16 , 1982 -RRB- is an American former arms dealer , musician , inventor and entrepreneur ."
426,tals_vitaminc_validation_sample1000_validation_1796,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"In April , 2017 , in an interview with Loose Women , Furtado announced she had separated from Castellon in 2016 .","`` Furtado announced on a Loose Women interview that she and Demacio split in the summer of 2016.In a June 2006 interview with Genre magazine , when asked if she had `` '' ever felt an attraction to women '' '' , Furtado replied `` '' Absolutely . ''"
427,tals_vitaminc_validation_sample1000_validation_13441,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,"The Inmates Are Running the Asylum is a 1999 book by Alan Cooper , where he introduced personas .",Alan Cooper introduced personas in his book The Inmates Are Running the Asylum ( 1998 ) .
428,tals_vitaminc_validation_sample1000_validation_26248,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Studio Ghibli produced one last film after The Tale of Princess Kaguya .,"Co-written and directed by Isao Takahata , the film features an ensemble cast that includes Aki Asakura , Kengo Kora , Takeo Chii , Nobuko Miyamoto , Atsuko Takahata , Tomoko Tabata , Tatekawa Shinosuke , Takaya Kamikawa , Hikaru Ijūin , Ryudo Uzaki , Nakamura"
429,tals_vitaminc_validation_sample1000_validation_4048,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Alfredo Morelos plays for a Scottish football club .,"Alfredo José Morelos Aviléz ( born 21 June 1996 ) is a Colombian footballer who plays as a forward for Galatasaray in the Turkish Superliga , and for the Colombia national team ."
430,tals_vitaminc_validation_sample1000_validation_55527,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Princess Mononoke is a Ghibli film from 2015 .,"is a 1997 Japanese epic historical fantasy anime film written and directed by Hayao Miyazaki , produced by Studio Ghibli and distributed by Toho ."
431,tals_vitaminc_validation_sample1000_validation_22792,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Boxer Oleksandr Usyk has been the undisputed cruiserweight champion from 2018-2020 .,"He has reigned as the undisputed cruiserweight champion since 2018 , being the first boxer in history to hold all four major world championships—the WBA ( Super ) , WBC , IBF and WBO titles—at cruiserweight ."
432,tals_vitaminc_validation_sample1000_validation_4738,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Fallen was released after November 1997 .,"Fallen was released on June 1 , 1997 , by Warner Bros . The film grossed $ 25.2 million against its budget of $ 46 million ."
434,tals_vitaminc_validation_sample1000_validation_32588,NOT_ENTITLED,REFUTE,false_REFUTE_on_NE,"On 26 February 2020 , there were 81,000 confirmed cases of coronavirus .","As of 25 February 2020 , around 80,995 cases have been confirmed , including in all provinces of China and forty other countries ."
436,tals_vitaminc_validation_sample1000_validation_20141,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Egg white coagulates between 145 and 165°F .,"Egg white coagulates at slightly higher temperatures , between 145 and 165°F ( 63 and 73°C ) .  a boiled egg is overcooked , a greenish ring sometimes appears around egg yolk due to the iron and sulfur compounds in the egg ."
441,tals_vitaminc_validation_sample1000_validation_49632,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The TV serial Henry VIII stars a male actor .,It stars Ray Winstone in his first role in a costume drama .
442,tals_vitaminc_validation_sample1000_validation_47582,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Edgar Wright is a person .,"He is best known for his comedic Three Flavours Cornetto film trilogy consisting of Shaun of the Dead -LRB- 2004 -RRB- , Hot Fuzz -LRB- 2007 -RRB- , and The World 's End -LRB- 2013 -RRB- , made with recurrent collaborators Simon Pegg , Nira Park and Nick Frost"
443,tals_vitaminc_validation_sample1000_validation_48937,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,The film `` Goosebumps '' was directed by a woman .,"It was directed by Rob Letterman , and written by Darren Lemke , based from a story by Scott Alexander and Larry Karaszewski ."
444,tals_vitaminc_validation_sample1000_validation_51115,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Jeong Hyeong-don has worked under FNC Entertainment .,"Jeong Hyeong-don - born February 7 , 1978 - is a South Korean comedian and entertainer who has been exclusively under contract to JYP Entertainment his entire career ."
445,tals_vitaminc_validation_sample1000_validation_3067,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Stephane Demol and Nico Claesen played in the 1986 FIFA World Cup for Belgium 's team .,"The game was level at 2–2 after 90 minutes , and in extra time Stephane Demol and Nico Claesen put Belgium 4–2 up ."
447,tals_vitaminc_validation_sample1000_validation_17382,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,The artist Shania Twain has sold more than 90 million albums worldwide .,"She is also recognized as a best-selling artist worldwide , selling well over 100 million albums and thus becoming the top-selling female artist in country music worldwide as well."
448,tals_vitaminc_validation_sample1000_validation_19578,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Chris Long is an American football defensive end who is currently a free agent .,"Christopher Howard Long ( born March 28 , 1985 ) is an American football defensive end for the Los Angeles Rams of the National Football League ( NFL ) ."
450,tals_vitaminc_validation_sample1000_validation_12902,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Ne-Yo is an American singer .,"Shaffer Chimere Smith , better known by his stage name Ne-Yo , is an /Nigerian/American singer , songwriter , record producer , dancer , and actor ."
451,tals_vitaminc_validation_sample1000_validation_12327,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,"The number of fatalities caused by Leptospirosis is over 58,000 annually .",The number of deaths this causes is not clear .
452,tals_vitaminc_validation_sample1000_validation_29428,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Evacuation and cargo flights from China to Iran and vice versa followed a strict cleaning and quarantining due to the 2019-20 coronavirus pandemic .,"Iranian officials said they have ceased all flights to and from China , except a few evacuation flights and cargo flights , all of which had been thoroughly cleaned or quarantined ."
453,tals_vitaminc_validation_sample1000_validation_14047,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"After February 14 , 2018 , See You Again had less than 19 million likes .","As of February 18 , 2018 , it has received over 3.4 billion views and 18.9 million likes , making it the site 's second most viewed and liked video ."
454,tals_vitaminc_validation_sample1000_validation_32378,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,There are less than two coronavirus cases in Singapore .,"As of 24 January , the number of laboratory-confirmed cases stands at 895 , including 878 in Mainland China , 4 in Thailand , 2 in Hong Kong , 2 in Macau , 2 in Vietnam , 2 in Japan , 2 in South Korea , one in Taiwan , 3 in Singapore and one in the United Stat"
456,tals_vitaminc_validation_sample1000_validation_54943,REFUTE,NOT_ENTITLED,false_NE_on_REFUTE,Paramore formed in the 2000 's .,"Paramore is an American rock band from Franklin , Tennessee , formed in 1994 ."
457,tals_vitaminc_validation_sample1000_validation_18184,SUPPORT,REFUTE,wrong_polarity_SUPPORT_to_REFUTE,"At least 203,001 cases of COVID-19 have been reported .","As of 18 March 2020 , more than 203,000 cases of COVID-19 have been reported in over 160 countries and territories , with major outbreaks in mainland China , Europe , Iran , and South Korea ."
460,tals_vitaminc_validation_sample1000_validation_51519,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Juventus F.C . is the second oldest soccer team in Italy .,"Juventus F.C . is the oldest of its kind still active in the country ahead of Genoa 's football section , has traditionally worn a black and white striped home kit since 1903 and has played its home matches on several grounds , being the latest the 41,507-capa"
461,tals_vitaminc_validation_sample1000_validation_26159,NOT_ENTITLED,SUPPORT,false_SUPPORT_on_NE,Some critics believe that the film The Perfect Score is a remake of the 1990s Irish film How To Cheat In The Leaving Certificate .,"It has similarities to other high school movies , including The Breakfast Club and Dazed and Confused , which are often referenced throughout the film ."
462,tals_vitaminc_validation_sample1000_validation_33266,SUPPORT,NOT_ENTITLED,false_NE_on_SUPPORT,Goa confirmed a total of fewer than 6 cases of coronavirus .,"The state has confirmed a total of 5 cases ( with 0 deaths ) , as of 31 March 2020.__TOC__"
463,tals_vitaminc_validation_sample1000_validation_43013,REFUTE,SUPPORT,wrong_polarity_REFUTE_to_SUPPORT,Angela Bassett is dead .,"In 2016 , Bassett returned to the series 's sixth cycle , Roanoke , portraying an alcoholic actress named Monet Tumusiime , who plays struggling mother and former police officer Lee Harris in the My Roanoke Nightmare documentary ."
